objective,attribute,threshold,score,accuracy,precision,recall,balanced_accuracy,f1,positive_rate
precision_recall_mid,Narrow_Eyes,0.8500000238418579,0.445040225982666,0.9183067679405212,0.4551062285900116,0.445040225982666,0.7008874416351318,0.45001691579818726,0.0750994086265564
precision_recall_mid,No_Beard,0.22499999403953552,0.9728572964668274,0.95630943775177,0.9728572964668274,0.9740482568740845,0.9241167902946472,0.9734523892402649,0.8223687410354614
precision_recall_mid,Oval_Face,0.5999999642372131,0.5285355448722839,0.7358936667442322,0.5285355448722839,0.5292003750801086,0.6727598905563354,0.5288677215576172,0.28011274337768555
precision_recall_mid,Pale_Skin,0.8500000238418579,0.4437299072742462,0.9516283273696899,0.4437299072742462,0.48364487290382385,0.7281724214553833,0.4628284275531769,0.04308652505278587
precision_recall_mid,Pointy_Nose,0.625,0.5461474657058716,0.7431418895721436,0.5461474657058716,0.5823321342468262,0.6947699189186096,0.56365966796875,0.28489455580711365
precision_recall_mid,Receding_Hairline,0.875,0.5780265927314758,0.941813051700592,0.5989847779273987,0.5780265927314758,0.7740170955657959,0.5883191227912903,0.07192832231521606
precision_recall_mid,Rosy_Cheeks,0.875,0.5718213319778442,0.9421653747558594,0.5718213319778442,0.6126657128334045,0.7895032167434692,0.5915392637252808,0.06835455447435379
precision_recall_mid,Sideburns,0.8999999761581421,0.736407458782196,0.9657723903656006,0.736407458782196,0.7827359437942505,0.8810166120529175,0.758865237236023,0.06880757212638855
precision_recall_mid,Smiling,0.5,0.9155384302139282,0.9203704595565796,0.919368326663971,0.9155384302139282,0.9202144145965576,0.9174493551254272,0.48331403732299805
precision_recall_mid,Straight_Hair,0.7249999642372131,0.5914320945739746,0.8357577919960022,0.6024937629699707,0.5914320945739746,0.7452154755592346,0.5969116687774658,0.20561735332012177
precision_recall_mid,Wavy_Hair,0.75,0.7423111796379089,0.862082839012146,0.7549509406089783,0.7423111796379089,0.8250938057899475,0.7485777139663696,0.2765893042087555
precision_recall_mid,Wearing_Earrings,0.7249999642372131,0.7383690476417542,0.9010922908782959,0.7383690476417542,0.7455793023109436,0.8416601419448853,0.7419566512107849,0.19071827828884125
precision_recall_mid,Wearing_Hat,0.949999988079071,0.8589743375778198,0.9893290400505066,0.8589743375778198,0.9265957474708557,0.9595202207565308,0.8915045857429504,0.04731464385986328
precision_recall_mid,Wearing_Lipstick,0.7249999642372131,0.9146574139595032,0.9262596368789673,0.9146574139595032,0.9205417633056641,0.9257019758224487,0.9175902009010315,0.4459656774997711
