query_id,query,sources,Recall@1,Recall@5,Recall@10,Precision@1,Precision@5,Precision@10,method,result_dir
2,-Heavy_Makeup,4087,0.04771225838023,0.1504771225838023,0.2255933447516515,0.04771225838023,0.0356740885735258,0.0310986053339854,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
3,+Male,1595,0.0094043887147335,0.0269592476489028,0.0526645768025078,0.0094043887147335,0.0068965517241379,0.0073354231974921,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
4,-Young,5355,0.0119514472455648,0.04593837535014,0.0782446311858076,0.0119514472455648,0.010905695611578,0.0107749766573296,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
5,+Blond_Hair,5469,0.0380325470835618,0.1331139147924666,0.2069848235509233,0.0380325470835618,0.0344487109160722,0.0311025781678547,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
6,+Mustache,301,0.0897009966777408,0.2225913621262458,0.2990033222591362,0.0897009966777408,0.0591362126245846,0.0461794019933554,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
7,-Young,5355,0.0119514472455648,0.04593837535014,0.0782446311858076,0.0119514472455648,0.010905695611578,0.0107749766573296,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
8,"+Eyeglasses, +Smiling",612,0.1078431372549019,0.2875816993464052,0.4019607843137255,0.1078431372549019,0.0705882352941176,0.0583333333333335,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
9,"+Black_Hair, -Wavy_Hair",2572,0.0322706065318818,0.1314152410575427,0.2150077760497667,0.0322706065318818,0.0305598755832038,0.0285769828926905,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
10,"-Male, -Mustache",27,0.0,0.0,0.0,0.0,0.0,0.0,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
11,"+Chubby, -Young",584,0.0017123287671232,0.0136986301369863,0.0222602739726027,0.0017123287671232,0.0027397260273972,0.0027397260273972,Learned gate v3 seqp2_ov005,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/gate_model/gate_v3_sequentialgate_seqp2_ov005_balanced_length_b256_lr0.0001_src0.02_scale0.02_long
